Re,AoA,Cl,Cd,Cm,elapsed_s,status
94911.75455796852,1,0.5584,0.02108,-0.1139,0.013267040252685547,ok
94911.75455796852,2,0.6734,0.02165,-0.1132,0.06978201866149902,ok
94911.75455796852,3,0.7799,0.02204,-0.1108,0.01775217056274414,ok
94911.75455796852,4,0.8964,0.0212,-0.108,0.01870894432067871,ok
94911.75455796852,5,1.0027,0.02075,-0.1041,0.08776497840881348,ok
94911.75455796852,6,1.1122,0.01985,-0.0999,0.02762913703918457,ok
94911.75455796852,7,1.2046,0.02001,-0.0939,0.029501914978027344,ok
94911.75455796852,8,1.2687,0.0222,-0.0852,0.025861024856567383,ok
94911.75455796852,9,1.2731,0.02989,-0.0712,0.025775909423828125,ok
94911.75455796852,10,1.3137,0.03938,-0.0616,0.024152040481567383,ok
94911.75455796852,11,1.3656,0.05123,-0.0558,0.028203964233398438,ok
94911.75455796852,12,1.3524,0.06457,-0.046,0.038064002990722656,ok
94911.75455796852,13,1.2814,0.08319,-0.042,0.04449892044067383,ok
94911.75455796852,14,1.176,0.11166,-0.0526,0.023827791213989258,ok
94911.75455796852,15,0.7283,0.1436,-0.0588,0.08019781112670898,ok
94911.75455796852,16,1.0262,0.20937,-0.11,0.03418898582458496,ok
94911.75455796852,17,0.7127,0.17974,-0.0746,0.03693079948425293,ok
170997.59466766944,0,0.4825,0.01218,-0.1097,0.10003209114074707,ok
170997.59466766944,1,0.5917,0.0123,-0.1082,0.017129898071289062,ok
170997.59466766944,2,0.7009,0.01234,-0.1065,0.055834054946899414,ok
170997.59466766944,3,0.8107,0.01237,-0.1048,0.04178881645202637,ok
170997.59466766944,4,0.9175,0.01259,-0.1031,0.0268557071685791,ok
170997.59466766944,5,1.0231,0.01297,-0.101,0.025867938995361328,ok
170997.59466766944,6,1.1232,0.01374,-0.0982,0.01472020149230957,ok
170997.59466766944,7,1.2113,0.01532,-0.094,0.09003615379333496,ok
170997.59466766944,8,1.274,0.01902,-0.0871,0.0829160213470459,ok
170997.59466766944,9,1.2975,0.02579,-0.0756,0.026566028594970703,ok
170997.59466766944,10,1.3202,0.03253,-0.0652,0.0811772346496582,ok
170997.59466766944,11,1.358,0.0422,-0.0568,0.03550910949707031,ok
170997.59466766944,12,1.3778,0.05389,-0.0491,0.04024815559387207,ok
170997.59466766944,13,1.3369,0.07055,-0.0433,0.08136200904846191,ok
170997.59466766944,14,1.2538,0.09405,-0.0472,0.029116153717041016,ok
170997.59466766944,15,1.1459,0.13114,-0.0683,0.03683209419250488,ok
170997.59466766944,16,1.0354,0.20105,-0.1075,0.1100919246673584,ok
170997.59466766944,17,0.7212,0.17527,-0.0736,0.05131173133850098,ok
308077.513879167,0,0.4781,0.00793,-0.1037,0.014217853546142578,ok
308077.513879167,1,0.5905,0.00811,-0.1034,0.12312602996826172,ok
308077.513879167,2,0.7022,0.00833,-0.1031,0.08307099342346191,ok
308077.513879167,3,0.8127,0.00863,-0.1025,0.021465063095092773,ok
308077.513879167,4,0.9215,0.00912,-0.1018,0.10324478149414062,ok
308077.513879167,5,1.027,0.00989,-0.1006,0.03391003608703613,ok
308077.513879167,6,1.1261,0.01114,-0.0985,0.026774883270263672,ok
308077.513879167,7,1.2133,0.01341,-0.0951,0.02609109878540039,ok
308077.513879167,8,1.284,0.01717,-0.09,0.022593975067138672,ok
308077.513879167,9,1.3276,0.02262,-0.0808,0.023571252822875977,ok
308077.513879167,10,1.3665,0.0273,-0.0716,0.02411794662475586,ok
308077.513879167,11,1.3709,0.03743,-0.06,0.023038864135742188,ok
308077.513879167,12,1.3972,0.04618,-0.053,0.01630997657775879,ok
308077.513879167,13,1.3981,0.05691,-0.0477,0.06707620620727539,ok
308077.513879167,14,1.3576,0.07395,-0.0459,0.023453235626220703,ok
308077.513879167,15,1.2861,0.09875,-0.0533,0.1176290512084961,ok
308077.513879167,16,1.1875,0.13743,-0.0754,0.045189857482910156,ok
308077.513879167,17,1.0571,0.21247,-0.1149,0.06617188453674316,ok
555047.3077848112,0,0.4762,0.0058,-0.1019,0.022856950759887695,ok
555047.3077848112,1,0.5903,0.006,-0.1022,0.022358179092407227,ok
555047.3077848112,2,0.7031,0.00632,-0.1023,0.015121936798095703,ok
555047.3077848112,3,0.8148,0.00675,-0.1023,0.015539884567260742,ok
555047.3077848112,4,0.9243,0.00737,-0.102,0.08519697189331055,ok
555047.3077848112,5,1.0302,0.0083,-0.1012,0.018030881881713867,ok
555047.3077848112,6,1.13,0.0098,-0.0998,0.017178058624267578,ok
555047.3077848112,7,1.2192,0.01232,-0.0971,0.08160209655761719,ok
555047.3077848112,8,1.2965,0.01573,-0.0929,0.09175992012023926,ok
555047.3077848112,9,1.36,0.0198,-0.086,0.02330493927001953,ok
555047.3077848112,10,1.4205,0.02274,-0.079,0.10001087188720703,ok
555047.3077848112,11,1.4491,0.0282,-0.0696,0.036270856857299805,ok
555047.3077848112,12,1.4527,0.03704,-0.0604,0.035201072692871094,ok
555047.3077848112,13,1.4422,0.04898,-0.0524,0.02728867530822754,ok
555047.3077848112,14,-0.01234,0.0314,0.0012345,0.09349799156188965,fail
555047.3077848112,15,1.3328,0.08926,-0.0529,0.08100414276123047,ok
555047.3077848112,16,1.2699,0.11711,-0.0661,0.023246049880981445,ok
555047.3077848112,17,0.9563,0.10781,-0.0415,0.05253100395202637,ok
1000000.0,0,0.4827,0.0053,-0.1033,0.08913302421569824,ok
1000000.0,1,0.5912,0.00484,-0.1021,0.017616987228393555,ok
1000000.0,2,0.705,0.00518,-0.1026,0.08232903480529785,ok
1000000.0,3,0.8171,0.00569,-0.1028,0.09168004989624023,ok
1000000.0,4,0.9275,0.00635,-0.1028,0.08211994171142578,ok
1000000.0,5,1.0337,0.00742,-0.1023,0.03667902946472168,ok
1000000.0,6,1.1331,0.00919,-0.101,0.07982516288757324,ok
1000000.0,7,1.224,0.01168,-0.0986,0.09145808219909668,ok
1000000.0,8,1.3127,0.01405,-0.0958,0.03690290451049805,ok
1000000.0,9,1.3985,0.01629,-0.0924,0.07729816436767578,ok
1000000.0,10,1.4644,0.01967,-0.0858,0.08363509178161621,ok
1000000.0,11,1.5096,0.02325,-0.0769,0.03795003890991211,ok
1000000.0,12,1.5353,0.02899,-0.0681,0.01977229118347168,ok
1000000.0,13,1.5489,0.03669,-0.0609,0.01696300506591797,ok
1000000.0,14,1.5527,0.04625,-0.0557,0.032423973083496094,ok
1000000.0,15,1.5467,0.05804,-0.0535,0.034407854080200195,ok
1000000.0,16,1.5336,0.07267,-0.0551,0.033799171447753906,ok
1000000.0,17,1.5008,0.09213,-0.0606,0.04323887825012207,ok
