Re,AoA,Cl,Cd,Cm,elapsed_s,status
16229.681735100863,5,0.4246,0.0871,-0.0948,0.026738882064819336,ok
16229.681735100863,6,0.482,0.09555,-0.0964,0.03306078910827637,ok
16229.681735100863,7,0.5352,0.10481,-0.0982,0.02452683448791504,ok
16229.681735100863,8,0.5845,0.11483,-0.1004,0.03348875045776367,ok
16229.681735100863,9,0.6305,0.12562,-0.1031,0.03425407409667969,ok
16229.681735100863,10,0.6739,0.13712,-0.1064,0.042862653732299805,ok
16229.681735100863,11,0.7301,0.15134,-0.1138,0.04615497589111328,ok
16229.681735100863,12,0.801,0.16745,-0.1243,0.06741023063659668,ok
29240.177382128637,0,-0.0083,0.06469,-0.0859,0.04054594039916992,ok
29240.177382128637,1,0.1229,0.06353,-0.0954,0.03753805160522461,ok
29240.177382128637,2,0.2387,0.06242,-0.0972,0.0268399715423584,ok
29240.177382128637,3,0.3115,0.06895,-0.0982,0.03167390823364258,ok
29240.177382128637,4,0.3772,0.07623,-0.0994,0.0850977897644043,ok
29240.177382128637,5,0.4379,0.08427,-0.1007,0.03998684883117676,ok
29240.177382128637,6,0.5229,0.09556,-0.1082,0.03707170486450195,ok
29240.177382128637,7,0.6128,0.10815,-0.116,0.029313087463378906,ok
29240.177382128637,8,0.6921,0.12149,-0.1214,0.0418848991394043,ok
29240.177382128637,9,0.7476,0.13312,-0.1232,0.04009294509887695,ok
29240.177382128637,10,0.7828,0.14273,-0.123,0.03147697448730469,ok
29240.177382128637,11,0.8401,0.15738,-0.1268,0.048328399658203125,ok
29240.177382128637,12,0.8647,0.16643,-0.1275,0.057643890380859375,ok
52680.51384453322,0,0.0415,0.06087,-0.0963,0.08014106750488281,ok
52680.51384453322,1,0.2137,0.0625,-0.1115,0.04579496383666992,ok
52680.51384453322,2,-0.01234,0.0314,0.0012345,0.18014121055603027,fail
52680.51384453322,3,0.4454,0.07239,-0.1216,0.03996896743774414,ok
52680.51384453322,4,0.5226,0.08006,-0.1224,0.027660846710205078,ok
52680.51384453322,5,0.6003,0.08837,-0.1236,0.03382682800292969,ok
52680.51384453322,6,0.6796,0.09825,-0.1253,0.03162693977355957,ok
52680.51384453322,7,0.7173,0.10627,-0.1228,0.035475969314575195,ok
52680.51384453322,8,0.7586,0.11516,-0.1215,0.02538299560546875,ok
52680.51384453322,9,0.8046,0.1251,-0.1214,0.03755807876586914,ok
52680.51384453322,10,0.8543,0.13588,-0.1222,0.07421517372131348,ok
52680.51384453322,11,0.903,0.14774,-0.1234,0.055870771408081055,ok
52680.51384453322,12,-0.01234,0.0314,0.0012345,0.16634392738342285,fail
94911.75455796852,0,-0.01234,0.0314,0.0012345,0.1710801124572754,fail
94911.75455796852,1,0.4691,0.05386,-0.1336,0.03670191764831543,ok
94911.75455796852,2,0.5838,0.0554,-0.1324,0.027859926223754883,ok
94911.75455796852,3,0.6545,0.05949,-0.1294,0.03323006629943848,ok
94911.75455796852,4,0.7274,0.06375,-0.1269,0.025270700454711914,ok
94911.75455796852,5,0.8422,0.06591,-0.1266,0.030430078506469727,ok
94911.75455796852,6,0.9054,0.07015,-0.1233,0.04077267646789551,ok
94911.75455796852,7,0.9685,0.07446,-0.1201,0.03274893760681152,ok
94911.75455796852,8,1.0323,0.07856,-0.1168,0.06557393074035645,ok
94911.75455796852,9,-0.01234,0.0314,0.0012345,0.1669619083404541,fail
94911.75455796852,10,-0.01234,0.0314,0.0012345,0.170210599899292,fail
94911.75455796852,11,-0.01234,0.0314,0.0012345,0.1645200252532959,fail
94911.75455796852,12,1.4428,0.06724,-0.1,0.05606389045715332,ok
170997.59466766944,0,-0.01234,0.0314,0.0012345,0.17552876472473145,fail
170997.59466766944,1,-0.01234,0.0314,0.0012345,0.17056727409362793,fail
170997.59466766944,2,0.8224,0.02806,-0.1355,0.037177085876464844,ok
170997.59466766944,3,0.9186,0.02985,-0.1348,0.07573294639587402,ok
170997.59466766944,4,1.0218,0.03045,-0.1338,0.06694388389587402,ok
170997.59466766944,5,1.086,0.03465,-0.1315,0.048521995544433594,ok
170997.59466766944,6,1.2301,0.03021,-0.1312,0.029263019561767578,ok
170997.59466766944,7,1.3444,0.02847,-0.1301,0.0794379711151123,ok
170997.59466766944,8,1.47,0.02555,-0.1299,0.019843101501464844,ok
170997.59466766944,9,1.5682,0.02447,-0.1274,0.02904796600341797,ok
170997.59466766944,10,1.643,0.02479,-0.1226,0.04437613487243652,ok
170997.59466766944,11,1.6859,0.02781,-0.1158,0.03946089744567871,ok
170997.59466766944,12,1.687,0.03491,-0.1076,0.035382986068725586,ok
308077.513879167,0,0.6521,0.01436,-0.1319,0.03437471389770508,ok
308077.513879167,1,0.7619,0.01406,-0.1312,0.03189706802368164,ok
308077.513879167,2,0.8775,0.01414,-0.1319,0.021748065948486328,ok
308077.513879167,3,0.9898,0.01458,-0.1327,0.0834970474243164,ok
308077.513879167,4,1.1031,0.01469,-0.1334,0.03596997261047363,ok
308077.513879167,5,1.2174,0.01448,-0.134,0.02059197425842285,ok
308077.513879167,6,1.3286,0.01437,-0.1345,0.11974120140075684,ok
308077.513879167,7,1.4369,0.0143,-0.1346,0.04293203353881836,ok
308077.513879167,8,1.5406,0.0145,-0.1341,0.034915924072265625,ok
308077.513879167,9,1.6334,0.01538,-0.1324,0.03324723243713379,ok
308077.513879167,10,1.692,0.01804,-0.1268,0.033972978591918945,ok
308077.513879167,11,1.7007,0.02476,-0.119,0.04937410354614258,ok
308077.513879167,12,1.6897,0.03381,-0.1109,0.0632779598236084,ok
555047.3077848112,0,0.6631,0.01006,-0.1299,0.01908397674560547,ok
555047.3077848112,1,0.7738,0.00871,-0.1299,0.07808589935302734,ok
555047.3077848112,2,0.8903,0.00892,-0.131,0.08395195007324219,ok
555047.3077848112,3,1.0062,0.00901,-0.1322,0.026441097259521484,ok
555047.3077848112,4,1.1208,0.00919,-0.1333,0.022621870040893555,ok
555047.3077848112,5,1.2344,0.00936,-0.1344,0.09195995330810547,ok
555047.3077848112,6,1.3463,0.00959,-0.1353,0.04100298881530762,ok
555047.3077848112,7,1.4552,0.01005,-0.1359,0.08347392082214355,ok
555047.3077848112,8,1.5578,0.01094,-0.1358,0.04443097114562988,ok
555047.3077848112,9,1.6472,0.01269,-0.1342,0.08682489395141602,ok
555047.3077848112,10,1.6959,0.01669,-0.1287,0.04282808303833008,ok
555047.3077848112,11,1.7024,0.02464,-0.1219,0.03744006156921387,ok
555047.3077848112,12,1.6949,0.03365,-0.114,0.042472124099731445,ok
1000000.0,0,0.6673,0.00787,-0.1292,0.02694106101989746,ok
1000000.0,1,0.7819,0.00671,-0.1306,0.09201312065124512,ok
1000000.0,2,0.8961,0.00633,-0.1311,0.035336971282958984,ok
1000000.0,3,1.0124,0.00653,-0.1324,0.0800940990447998,ok
1000000.0,4,1.1279,0.00675,-0.1338,0.027865171432495117,ok
1000000.0,5,1.2424,0.00703,-0.1351,0.03435707092285156,ok
1000000.0,6,1.355,0.00745,-0.1363,0.07868432998657227,ok
1000000.0,7,1.4635,0.0082,-0.137,0.02580714225769043,ok
1000000.0,8,1.5656,0.00945,-0.1371,0.021364927291870117,ok
1000000.0,9,1.6513,0.01179,-0.1354,0.08679604530334473,ok
1000000.0,10,1.7002,0.01616,-0.1304,0.05285787582397461,ok
1000000.0,11,1.7148,0.02365,-0.1243,0.03139901161193848,ok
1000000.0,12,1.715,0.03198,-0.1167,0.04274582862854004,ok
