Re,AoA,Cl,Cd,Cm,elapsed_s,status
308077.513879167,3,0.7267,0.00944,-0.0801,0.033709049224853516,ok
308077.513879167,4,0.8309,0.00915,-0.0781,0.07111883163452148,ok
308077.513879167,5,0.9344,0.00985,-0.0769,0.02953195571899414,ok
308077.513879167,6,1.0017,0.01464,-0.0719,0.025895118713378906,ok
308077.513879167,7,1.088,0.01736,-0.0685,0.0888509750366211,ok
308077.513879167,8,1.1449,0.02248,-0.0606,0.0325779914855957,ok
308077.513879167,9,1.193,0.02811,-0.0521,0.030460119247436523,ok
308077.513879167,10,-0.01234,0.314,0.0012345,0.06865119934082031,fail
308077.513879167,11,-0.01234,0.314,0.0012345,0.05980181694030762,fail
308077.513879167,12,-0.01234,0.314,0.0012345,0.07027602195739746,fail
555047.3077848112,0,0.397,0.00607,-0.08,0.02953314781188965,ok
555047.3077848112,1,0.5074,0.00636,-0.0798,0.07446694374084473,ok
555047.3077848112,2,0.6184,0.00671,-0.0798,0.02789306640625,ok
555047.3077848112,3,0.7246,0.00702,-0.0787,0.06599307060241699,ok
555047.3077848112,4,0.8318,0.00763,-0.0783,0.054427146911621094,ok
555047.3077848112,5,-0.01234,0.314,0.0012345,0.053467750549316406,fail
555047.3077848112,6,1.0073,0.0136,-0.073,0.03345894813537598,ok
555047.3077848112,7,1.1038,0.01525,-0.0709,0.09119701385498047,ok
555047.3077848112,8,1.1708,0.01967,-0.064,0.033972978591918945,ok
555047.3077848112,9,-0.01234,0.314,0.0012345,0.07975411415100098,fail
555047.3077848112,10,-0.01234,0.314,0.0012345,0.08232307434082031,fail
555047.3077848112,11,-0.01234,0.314,0.0012345,0.06638002395629883,fail
555047.3077848112,12,-0.01234,0.314,0.0012345,0.08387994766235352,fail
1000000.0,0,0.3959,0.00607,-0.0799,0.03241682052612305,ok
1000000.0,1,0.5094,0.00503,-0.0801,0.06678104400634766,ok
1000000.0,2,0.6197,0.00541,-0.0799,0.027673006057739258,ok
1000000.0,3,0.7251,0.00623,-0.0791,0.026554107666015625,ok
1000000.0,4,0.8208,0.00854,-0.0776,0.09627699851989746,ok
1000000.0,5,0.9159,0.01083,-0.0759,0.031209945678710938,ok
1000000.0,6,1.0191,0.01195,-0.0747,0.06766796112060547,ok
1000000.0,7,1.1159,0.01368,-0.0727,0.09557986259460449,ok
1000000.0,8,-0.01234,0.314,0.0012345,0.09058618545532227,fail
1000000.0,9,1.2587,0.02818,-0.0581,0.031388044357299805,ok
1000000.0,10,-0.01234,0.314,0.0012345,0.06540608406066895,fail
1000000.0,11,-0.01234,0.314,0.0012345,0.059240102767944336,fail
1000000.0,12,-0.01234,0.314,0.0012345,0.05653095245361328,fail
