Re,AoA,Cl,Cd,Cm,elapsed_s,status
16229.681735100863,4,0.3343,0.0703,-0.083,0.08432531356811523,ok
16229.681735100863,5,0.3943,0.0777,-0.084,0.09244799613952637,ok
16229.681735100863,6,0.4494,0.08604,-0.0854,0.040322065353393555,ok
16229.681735100863,7,0.5004,0.09536,-0.0874,0.10015106201171875,ok
16229.681735100863,8,0.5479,0.10564,-0.0901,0.040894269943237305,ok
16229.681735100863,9,0.5924,0.11684,-0.0934,0.05448436737060547,ok
16229.681735100863,10,0.6344,0.12885,-0.0973,0.09980583190917969,ok
16229.681735100863,11,0.7067,0.14733,-0.1087,0.03388214111328125,ok
16229.681735100863,12,0.7647,0.16109,-0.1177,0.06597089767456055,ok
29240.177382128637,0,-0.298,0.07034,0.0447,0.03256392478942871,ok
29240.177382128637,1,0.0233,0.06313,-0.0719,0.07554268836975098,ok
29240.177382128637,2,0.139,0.06161,-0.0804,0.03114485740661621,ok
29240.177382128637,3,0.2422,0.06365,-0.0843,0.07607889175415039,ok
29240.177382128637,4,0.327,0.06605,-0.0843,0.027163982391357422,ok
29240.177382128637,5,0.3863,0.07374,-0.0853,0.02561211585998535,ok
29240.177382128637,6,0.4667,0.08484,-0.092,0.029918909072875977,ok
29240.177382128637,7,0.5755,0.10075,-0.1038,0.018314838409423828,ok
29240.177382128637,8,0.6449,0.11223,-0.109,0.01898193359375,ok
29240.177382128637,9,0.6924,0.12276,-0.1117,0.07806110382080078,ok
29240.177382128637,10,-0.01234,0.0314,0.0012345,0.09112906455993652,fail
29240.177382128637,11,0.8177,0.15213,-0.1213,0.09557986259460449,ok
29240.177382128637,12,0.8405,0.16147,-0.1232,0.04904007911682129,ok
52680.51384453322,0,-0.2206,0.07107,-0.0273,0.19665884971618652,ok
52680.51384453322,1,0.0898,0.06234,-0.0853,0.09856700897216797,ok
52680.51384453322,2,0.2331,0.06097,-0.0953,0.024322986602783203,ok
52680.51384453322,3,0.3925,0.06646,-0.1061,0.06117129325866699,ok
52680.51384453322,4,0.5187,0.06859,-0.1088,0.07313418388366699,ok
52680.51384453322,5,0.6258,0.0728,-0.1097,0.048861026763916016,ok
52680.51384453322,6,0.7097,0.07848,-0.1094,0.04272007942199707,ok
52680.51384453322,7,0.8186,0.08336,-0.1101,0.017711877822875977,ok
52680.51384453322,8,0.8729,0.09018,-0.108,0.08838915824890137,ok
52680.51384453322,9,0.9209,0.0985,-0.1062,0.0665590763092041,ok
52680.51384453322,10,1.0469,0.09925,-0.1035,0.08304524421691895,ok
52680.51384453322,11,1.0114,0.11753,-0.1041,0.05637693405151367,ok
52680.51384453322,12,1.1278,0.11828,-0.0996,0.03289985656738281,ok
94911.75455796852,0,0.3487,0.04633,-0.1205,0.03877401351928711,ok
94911.75455796852,1,0.4588,0.04401,-0.1196,0.08806395530700684,ok
94911.75455796852,2,0.5768,0.0412,-0.1203,0.09108829498291016,ok
94911.75455796852,3,0.6793,0.04299,-0.119,0.019423961639404297,ok
94911.75455796852,4,0.7814,0.04439,-0.1174,0.015986919403076172,ok
94911.75455796852,5,0.8858,0.04517,-0.1155,0.01612114906311035,ok
94911.75455796852,6,-0.01234,0.0314,0.0012345,0.06542015075683594,fail
94911.75455796852,7,1.2003,0.03625,-0.1175,0.09567523002624512,ok
94911.75455796852,8,1.277,0.0364,-0.1112,0.08288693428039551,ok
94911.75455796852,9,1.5073,0.02903,-0.1216,0.07453703880310059,ok
94911.75455796852,10,1.5585,0.03084,-0.1118,0.09217000007629395,ok
94911.75455796852,11,1.5923,0.03422,-0.1015,0.03305506706237793,ok
94911.75455796852,12,1.6161,0.03897,-0.0918,0.033557891845703125,ok
170997.59466766944,0,0.6086,0.02555,-0.1451,0.03759002685546875,ok
170997.59466766944,1,0.7575,0.02023,-0.1488,0.04798126220703125,ok
170997.59466766944,2,0.8576,0.02042,-0.146,0.0950157642364502,ok
170997.59466766944,3,0.981,0.01941,-0.1462,0.01790785789489746,ok
170997.59466766944,4,1.1203,0.01755,-0.1487,0.016953229904174805,ok
170997.59466766944,5,1.2296,0.01699,-0.147,0.016736984252929688,ok
170997.59466766944,6,1.321,0.01707,-0.1427,0.07271385192871094,ok
170997.59466766944,7,1.4187,0.01737,-0.1396,0.025788068771362305,ok
170997.59466766944,8,1.4904,0.01862,-0.1325,0.02561020851135254,ok
170997.59466766944,9,1.5268,0.02067,-0.1202,0.01770305633544922,ok
170997.59466766944,10,1.5502,0.02381,-0.1079,0.014551639556884766,ok
170997.59466766944,11,1.5683,0.02816,-0.097,0.01710796356201172,ok
170997.59466766944,12,1.5829,0.03366,-0.0878,0.02396702766418457,ok
308077.513879167,0,0.727,0.01335,-0.156,0.021272659301757812,ok
308077.513879167,1,0.8349,0.01098,-0.1552,0.015413045883178711,ok
308077.513879167,2,0.9498,0.01077,-0.155,0.012196779251098633,ok
308077.513879167,3,1.0613,0.01066,-0.1543,0.0655670166015625,ok
308077.513879167,4,1.1657,0.01082,-0.1526,0.01750802993774414,ok
308077.513879167,5,1.2637,0.01124,-0.1499,0.0660710334777832,ok
308077.513879167,6,1.3544,0.01205,-0.146,0.01681804656982422,ok
308077.513879167,7,1.4283,0.01334,-0.1395,0.03145098686218262,ok
308077.513879167,8,1.469,0.01508,-0.1273,0.017023801803588867,ok
308077.513879167,9,1.5018,0.01762,-0.1155,0.0756077766418457,ok
308077.513879167,10,1.5305,0.02115,-0.105,0.08261680603027344,ok
308077.513879167,11,1.5556,0.02564,-0.0957,0.03779721260070801,ok
308077.513879167,12,1.5782,0.03106,-0.0877,0.03334403038024902,ok
555047.3077848112,0,0.7425,0.0094,-0.1561,0.016852855682373047,ok
555047.3077848112,1,0.8534,0.00818,-0.1564,0.0863652229309082,ok
555047.3077848112,2,0.9637,0.00737,-0.1557,0.08202409744262695,ok
555047.3077848112,3,1.0723,0.00765,-0.1549,0.08686113357543945,ok
555047.3077848112,4,1.1765,0.00812,-0.1535,0.02138376235961914,ok
555047.3077848112,5,1.2734,0.00889,-0.1509,0.06487393379211426,ok
555047.3077848112,6,1.359,0.00998,-0.1464,0.07523608207702637,ok
555047.3077848112,7,-0.01234,0.0314,0.0012345,0.09740495681762695,fail
555047.3077848112,8,1.4658,0.01311,-0.1264,0.016473054885864258,ok
555047.3077848112,9,1.5019,0.01579,-0.1155,0.06924223899841309,ok
555047.3077848112,10,1.534,0.01937,-0.1056,0.08334779739379883,ok
555047.3077848112,11,1.5605,0.02391,-0.0965,0.02258586883544922,ok
555047.3077848112,12,1.5896,0.02891,-0.0891,0.0557558536529541,ok
1000000.0,0,0.7481,0.00749,-0.1562,0.12845110893249512,ok
1000000.0,1,0.8609,0.00679,-0.1566,0.02580714225769043,ok
1000000.0,2,0.9698,0.0057,-0.1563,0.08046412467956543,ok
1000000.0,3,1.0778,0.00617,-0.1555,0.09183597564697266,ok
1000000.0,4,1.1816,0.00681,-0.1542,0.037164926528930664,ok
1000000.0,5,1.2784,0.0077,-0.1517,0.029169082641601562,ok
1000000.0,6,1.3659,0.00881,-0.1477,0.024730920791625977,ok
1000000.0,7,1.437,0.01009,-0.1407,0.018342018127441406,ok
1000000.0,8,1.4714,0.012,-0.1274,0.016558170318603516,ok
1000000.0,9,1.5066,0.01474,-0.1164,0.016715049743652344,ok
1000000.0,10,1.5411,0.01818,-0.1067,0.015048980712890625,ok
1000000.0,11,1.5773,0.02204,-0.0984,0.014204978942871094,ok
1000000.0,12,1.6179,0.02606,-0.0917,0.0834660530090332,ok
